"year","region","passage","sentence","sentence_low"
"2010","天津","A","Visitors with children","visitors with children"
"2010","天津","A","For those visiting with children, a special family tour and various activities are offered during school holidays and at weekends.","for those visiting with children, a special family tour and various activities are offered during school holidays and at weekends."
"2010","天津","A","Please note that, for safety reasons, pushchairs are not permitted in the State Apartments.","please note that, for safety reasons, pushchairs are not permitted in the state apartments."
"2010","天津","A","However, baby carriers are available to borrow.","however, baby carriers are available to borrow."
"2010","天津","A","St George's Chapel","st george's chapel"
"2010","天津","A","Visitors arriving at the Castle after 15:00 from march to October are advised to visit St George's Chapel first, before it closes.","visitors arriving at the castle after 15:00 from march to october are advised to visit st george's chapel first, before it closes."
"2010","天津","A","Shopping","shopping"
"2010","天津","A","Shops offer a wide range of souvenirs designed for the Royal Collection, including books, postcards, china, jewellery, and children's toys. please ask at the Middle Ward shop about our home delivery service.","shops offer a wide range of souvenirs designed for the royal collection, including books, postcards, china, jewellery, and children's toys. please ask at the middle ward shop about our home delivery service."
"2010","天津","A","Refreshments","refreshments"
"2010","天津","A","Bottled water can be purchased from the Courtyard and Middle Ward shops.","bottled water can be purchased from the courtyard and middle ward shops."
"2010","天津","A","From April to September ice cream is also available.","from april to september ice cream is also available."
"2010","天津","A","Visitors wishing to leave the Castle for refreshments in the town may obtain re-entry permits from the castle shops.","visitors wishing to leave the castle for refreshments in the town may obtain re-entry permits from the castle shops."
"2010","天津","A","Eating ang drinking are not permitted in the State Apartments or St George's Chapel.","eating ang drinking are not permitted in the state apartments or st george's chapel."
"2010","天津","A","Photography and mobile phones","photography and mobile phones"
"2010","天津","A","Non-commercial photography and filming are welcomed in the Castle.","non-commercial photography and filming are welcomed in the castle."
"2010","天津","A","Photography, video recording and filming are not permitted inside the State Apartments or St George's Chapel.","photography, video recording and filming are not permitted inside the state apartments or st george's chapel."
"2010","天津","A","Mobile phone must be switched off inside the State Apartments and St George's Chapel in consideration of other visitors.","mobile phone must be switched off inside the state apartments and st george's chapel in consideration of other visitors."
"2010","天津","A","Security","security"
"2010","天津","A","As Winter Castle is a working royal palace, visitors and their belongings should get through airport style secutity checks.","as winter castle is a working royal palace, visitors and their belongings should get through airport style secutity checks."
"2010","天津","A","For safety and security reasons a one-way systerm operaters alone the visitor route.","for safety and security reasons a one-way systerm operaters alone the visitor route."
"2010","天津","A","36 A visitor can apply for a free audio tour ______.","36 a visitor can apply for a free audio tour ______."
"2010","天津","A","A.in the Courtyard","a.in the courtyard"
"2010","天津","A","B.in the State Apartments","b.in the state apartments"
"2010","天津","A","C.at the Admission Center","c.at the admission center"
"2010","天津","A","D.at St George's Chapel","d.at st george's chapel"
"2010","天津","A","37 What is specially offered to visitors with kids?","37 what is specially offered to visitors with kids?"
"2010","天津","A","A.A security guard.","a.a security guard."
"2010","天津","A","B.A pushchair.","b.a pushchair."
"2010","天津","A","C.A free toy.","c.a free toy."
"2010","天津","A","D.A baby carrier.","d.a baby carrier."
"2010","天津","A","38 Who can get re-entry permits?","38 who can get re-entry permits?"
"2010","天津","A","A.Visitors wishing to eat outside the Castle.","a.visitors wishing to eat outside the castle."
"2010","天津","A","B.Visitors buying gifts in the castle shops.","b.visitors buying gifts in the castle shops."
"2010","天津","A","C.Visitors buying water from the Courtyard.","c.visitors buying water from the courtyard."
"2010","天津","A","D.Visitors eating outside St George's Chapel.","d.visitors eating outside st george's chapel."
"2010","天津","A","39 Why are visitors required to turn off their mobile phones?","39 why are visitors required to turn off their mobile phones?"
"2010","天津","A","A.To ensure the safety of others.","a.to ensure the safety of others."
"2010","天津","A","B.To ensure the security of the Castle.","b.to ensure the security of the castle."
"2010","天津","A","C.To prevent them from disturbing others.","c.to prevent them from disturbing others."
"2010","天津","A","D.To prevent the use of the built-in cameras.","d.to prevent the use of the built-in cameras."
"2010","天津","A","40 In the last part, a ""working royal palace"" refers to one ______.","40 in the last part, a ""working royal palace"" refers to one ______."
"2010","天津","A","A.still being constructed","a.still being constructed"
"2010","天津","A","B.still used by the royal family","b.still used by the royal family"
"2010","天津","A","C.where the Queen usually works","c.where the queen usually works"
"2010","天津","A","D.where works of art are on show","d.where works of art are on show"
"2010","天津","B","Why play games?","why play games?"
"2010","天津","B","Because they are fun, and a 1ot more besides.","because they are fun, and a 1ot more besides."
"2010","天津","B","Following the rules … planning your next move … acting as a team member … these are all ""game"" ideas that you will come across throughout your life.","following the rules … planning your next move … acting as a team member … these are all ""game"" ideas that you will come across throughout your life."
"2010","天津","B","Think about some off the games you played as a young child, such as rope-jumping and hide-and-seek.","think about some off the games you played as a young child, such as rope-jumping and hide-and-seek."
"2010","天津","B","Such games are entertaining and fun.","such games are entertaining and fun."
"2010","天津","B","But perhaps more importantly, they translate life into exciting dramas that teach children some of the basic rules they will be expected to follow the rest of their lives, such as taking turns and cooperating (合作) .","but perhaps more importantly, they translate life into exciting dramas that teach children some of the basic rules they will be expected to follow the rest of their lives, such as taking turns and cooperating (合作) ."
"2010","天津","B","Many children's games have a practical side.","many children's games have a practical side."
"2010","天津","B","Children around the world play games that prepare them for work they will do as grown-ups.","children around the world play games that prepare them for work they will do as grown-ups."
"2010","天津","B","For instance, some Saudi Arabian children play a game called bones, Which sharpens the hand-eye coordination（协调）needed in hunting.","for instance, some saudi arabian children play a game called bones, which sharpens the hand-eye coordination（协调）needed in hunting."
"2010","天津","B","Many sports encourage national or local pride.","many sports encourage national or local pride."
"2010","天津","B","The most famous games of all, the Olympic Games, bring athletes from around the world together to take part in friendly competition.","the most famous games of all, the olympic games, bring athletes from around the world together to take part in friendly competition."
"2010","天津","B","People who watch the event wave flags, knowing that a gold medal is a win for an entire country, not just the athlete who earned it.","people who watch the event wave flags, knowing that a gold medal is a win for an entire country, not just the athlete who earned it."
"2010","天津","B","For countries experiencing natural disasters or war, an Olympic win can mean so much.","for countries experiencing natural disasters or war, an olympic win can mean so much."
"2010","天津","B","Sports are  also an event that unites people.","sports are  also an event that unites people."
"2010","天津","B","Soccer is the most popular sport in the world.","soccer is the most popular sport in the world."
"2010","天津","B","People on all continents play it -- some for fun and some for a living.","people on all continents play it -- some for fun and some for a living."
"2010","天津","B","Nicolette Iribarne, a Californian soccer player, has discovered a way to spread hope through soccer.","nicolette iribarne, a californian soccer player, has discovered a way to spread hope through soccer."
"2010","天津","B","He created a foundation to provide poor children with not only soccer balls but also a promising future.","he created a foundation to provide poor children with not only soccer balls but also a promising future."
"2010","天津","B","Next time you play your favorite game or sport, think about why you enjoy it, what skills are needed, and whether these skills will help you in other aspects of your life.","next time you play your favorite game or sport, think about why you enjoy it, what skills are needed, and whether these skills will help you in other aspects of your life."
"2010","天津","B","41 Through playing hide-and-seek, children are expected to learn to ______.","41 through playing hide-and-seek, children are expected to learn to ______."
"2010","天津","B","A.be a team leader","a.be a team leader"
"2010","天津","B","B.obey the basic rules","b.obey the basic rules"
"2010","天津","B","C.act as a grown-up","c.act as a grown-up"
"2010","天津","B","D.predict possible danger","d.predict possible danger"
"2010","天津","B","42 The underlined part in Paragraph 2 most probably means that games can ______.","42 the underlined part in paragraph 2 most probably means that games can ______."
"2010","天津","B","A.describe life in an exciting way","a.describe life in an exciting way"
"2010","天津","B","B.turn real-life experiences into a play","b.turn real-life experiences into a play"
"2010","天津","B","C.make learning life skills more interesting","c.make learning life skills more interesting"
"2010","天津","B","D.change people's views of sporting events","d.change people's views of sporting events"
"2010","天津","B","43 According to the passage, why is winning Olympic medals so encouraging?","43 according to the passage, why is winning olympic medals so encouraging?"
"2010","天津","B","A.It inspires people's deep love for the country.","a.it inspires people's deep love for the country."
"2010","天津","B","B.It proves the exceptional skills of the winners.","b.it proves the exceptional skills of the winners."
"2010","天津","B","C.It helps the country out of natural disasters.","c.it helps the country out of natural disasters."
"2010","天津","B","D.It earns the winners fame and fortune.","d.it earns the winners fame and fortune."
"2010","天津","B","44 Iribarne's goal of forming the foundation is to ______.","44 iribarne's goal of forming the foundation is to ______."
"2010","天津","B","A.bring fun to poor kids","a.bring fun to poor kids"
"2010","天津","B","B.provide soccer balls for children","b.provide soccer balls for children"
"2010","天津","B","C.give poor kids a chance for a better life","c.give poor kids a chance for a better life"
"2010","天津","B","D.appeal to soccer players to help poor kids","d.appeal to soccer players to help poor kids"
"2010","天津","B","45 What can be inferred from the passage?","45 what can be inferred from the passage?"
"2010","天津","B","A．Games benefit people all their lives.","a．games benefit people all their lives."
"2010","天津","B","B．Sports can get all athletes together.","b．sports can get all athletes together."
"2010","天津","B","C．People are advised to play games for fun.","c．people are advised to play games for fun."
"2010","天津","B","D．Sports increase a country's competitiveness.","d．sports increase a country's competitiveness."
"2010","天津","C","In the kitchen of my mother's houses there has always been a wooden stand (木架) with a small notepad (记事本) and a hole for a pencil.","in the kitchen of my mother's houses there has always been a wooden stand (木架) with a small notepad (记事本) and a hole for a pencil."
"2010","天津","C","I'm looking for paper on which to note down the name of a book I am recommending to my mother.","i'm looking for paper on which to note down the name of a book i am recommending to my mother."
"2010","天津","C","Over forty years since my earliest memories of the kitchen pad and pencil, five houses later, the current paper and pencil look the same as they always did.","over forty years since my earliest memories of the kitchen pad and pencil, five houses later, the current paper and pencil look the same as they always did."
"2010","天津","C","Surely it can't be the same pencil?","surely it can't be the same pencil?"
"2010","天津","C","The pad is more modern, but the wooden stand is definitely the original one.","the pad is more modern, but the wooden stand is definitely the original one."
"2010","天津","C","""I'm just amazed you still have the same stand for holding the pad and pencil after all these year.""","""i'm just amazed you still have the same stand for holding the pad and pencil after all these year."""
"2010","天津","C","I say to her, walking back into the living-room with a sheet of paper and the pencil.","i say to her, walking back into the living-room with a sheet of paper and the pencil."
"2010","天津","C","""You still use a pencil.","""you still use a pencil."
"2010","天津","C","Can't you afford a pen?""","can't you afford a pen?"""
"2010","天津","C","My mother replies a little sharply.","my mother replies a little sharply."
"2010","天津","C","""It works perfectly well.","""it works perfectly well."
"2010","天津","C","I've always kept the stand in the kitchen.","i've always kept the stand in the kitchen."
"2010","天津","C","I never knew when I might want to note down an idea, and I was always in the kitchen in these days.""","i never knew when i might want to note down an idea, and i was always in the kitchen in these days."""
"2010","天津","C","Immediately I can picture her, hair wild, blue housecoat covered in flour, a wooden spoon in one hand, the pencil in the other, her mouth moving silently.","immediately i can picture her, hair wild, blue housecoat covered in flour, a wooden spoon in one hand, the pencil in the other, her mouth moving silently."
"2010","天津","C","My mother smiles and says, ""One day I was cooking and watching baby Pauline, and I had a brilliant thought, but the stand was empty.","my mother smiles and says, ""one day i was cooking and watching baby pauline, and i had a brilliant thought, but the stand was empty."
"2010","天津","C","One of the children must have taken the paper.","one of the children must have taken the paper."
"2010","天津","C","So I just picked up the breadboard and wrote it all down on the back.","so i just picked up the breadboard and wrote it all down on the back."
"2010","天津","C","It turned out to be a real breakthrough for solving the mathematical problem I was working on.""","it turned out to be a real breakthrough for solving the mathematical problem i was working on."""
"2010","天津","C","This story -- which happened before I was born -- reminds me how extraordinary my mother was, and is, as a gifted mathematician.","this story -- which happened before i was born -- reminds me how extraordinary my mother was, and is, as a gifted mathematician."
"2010","天津","C","I feel embarrassed that I complain about not having enough child-free time to work.","i feel embarrassed that i complain about not having enough child-free time to work."
"2010","天津","C","Later, when my mother is in the bathroom, I go into her kitchen and turn over the breadboards.","later, when my mother is in the bathroom, i go into her kitchen and turn over the breadboards."
"2010","天津","C","Sure enough, on the back of the smallest one, are some penciled marks I recognize as mathematics.","sure enough, on the back of the smallest one, are some penciled marks i recognize as mathematics."
"2010","天津","C","Those symbols have traveled unaffected through fifty years, rooted in the soil of a cheap wooden breadboard, invisible (看不到的) exhibits at every meal.","those symbols have traveled unaffected through fifty years, rooted in the soil of a cheap wooden breadboard, invisible (看不到的) exhibits at every meal."
"2010","天津","C","46 Why has the author's mother always kept the notepad and pencil in the kitchen?","46 why has the author's mother always kept the notepad and pencil in the kitchen?"
"2010","天津","C","A．To leave messages.","a．to leave messages."
"2010","天津","C","B．To list her everyday tasks.","b．to list her everyday tasks."
"2010","天津","C","C．To note down maths problems.","c．to note down maths problems."
"2010","天津","C","D．To write down a flash of inspiration.","d．to write down a flash of inspiration."
"2010","天津","C","47 What is the author's original opinion about the wooden stand?","47 what is the author's original opinion about the wooden stand?"
"2010","天津","C","A.It has great value for the family.","a.it has great value for the family."
"2010","天津","C","B.It needs to be replaced by a better one.","b.it needs to be replaced by a better one."
"2010","天津","C","C.It brings her back to her lonely childhood.","c.it brings her back to her lonely childhood."
"2010","天津","C","D.It should be passed on to the next generation.","d.it should be passed on to the next generation."
"2010","天津","C","48 The author feels embarrassed for ______.","48 the author feels embarrassed for ______."
"2010","天津","C","A.blaming her mother wrongly.","a.blaming her mother wrongly."
"2010","天津","C","B.giving her mother a lot of trouble.","b.giving her mother a lot of trouble."
"2010","天津","C","C.not making good use of time as her mother did.","c.not making good use of time as her mother did."
"2010","天津","C","D.not making any breakthrough in her field.","d.not making any breakthrough in her field."
"2010","天津","C","49 What can be inferred from the last paragraph?","49 what can be inferred from the last paragraph?"
"2010","天津","C","A.The mother is successful in her career.","a.the mother is successful in her career."
"2010","天津","C","B.The family members like traveling.","b.the family members like traveling."
"2010","天津","C","C.The author had little time to play when young.","c.the author had little time to play when young."
"2010","天津","C","D.The marks on the breadboard have disappeared.","d.the marks on the breadboard have disappeared."
"2010","天津","C","50 In the author's mind, her mother is ______.","50 in the author's mind, her mother is ______."
"2010","天津","C","A.strange in behavior.","a.strange in behavior."
"2010","天津","C","B.keen on her research.","b.keen on her research."
"2010","天津","C","C.fond of collecting old things.","c.fond of collecting old things."
"2010","天津","C","D.careless about her appearance.","d.careless about her appearance."
"2010","天津","D","To err is human.","to err is human."
"2010","天津","D","To blame the other guy is even more human.","to blame the other guy is even more human."
"2010","天津","D","Common sense is not all that common.","common sense is not all that common."
"2010","天津","D","Why tell the truth when you can come up with a good excuse?","why tell the truth when you can come up with a good excuse?"
"2010","天津","D","These three popular misquotes (戏谑的引语) are meant to be jokes, and yet they tell us a lot about human nature.","these three popular misquotes (戏谑的引语) are meant to be jokes, and yet they tell us a lot about human nature."
"2010","天津","D","To err, or to make mistakes, is indeed a part of being human, but it seems that most people don't want to accept the responsibility for the problem.","to err, or to make mistakes, is indeed a part of being human, but it seems that most people don't want to accept the responsibility for the problem."
"2010","天津","D","Perhaps it is the natural thing to do.","perhaps it is the natural thing to do."
"2010","天津","D","The original quote about human nature went like this: ""To err is human, to forgive, divine (神圣的) .""","the original quote about human nature went like this: ""to err is human, to forgive, divine (神圣的) ."""
"2010","天津","D","This saying mirrors an deal people should be forgiving of others' mistakes.","this saying mirrors an deal people should be forgiving of others' mistakes."
"2010","天津","D","Instead, we tend to do the opposite -- find someone else to pass the blame on to.","instead, we tend to do the opposite -- find someone else to pass the blame on to."
"2010","天津","D","However, taking responsibility for something that went wrong is a mark of great maturity.","however, taking responsibility for something that went wrong is a mark of great maturity."
"2010","天津","D","Common sense is what we call clear thought.","common sense is what we call clear thought."
"2010","天津","D","Having common sense means having a good general plan that will make things work well, and it also means staying with the plan.","having common sense means having a good general plan that will make things work well, and it also means staying with the plan."
"2010","天津","D","Commonsense tells you that you take an umbrella out into a rainstorm, but you leave the umbrella home when you hear a weather forecast for sunshine．","commonsense tells you that you take an umbrella out into a rainstorm, but you leave the umbrella home when you hear a weather forecast for sunshine．"
"2010","天津","D","Common sense does not seem to be common for large organizations, because there are so many things going on that one person cannot be in charge of everything.","common sense does not seem to be common for large organizations, because there are so many things going on that one person cannot be in charge of everything."
"2010","天津","D","People say that in a large company, ""the right hand does not know what the left hand is doing.""","people say that in a large company, ""the right hand does not know what the left hand is doing."""
"2010","天津","D","And what is wrong with a society that thinks that making up a good excuse is like creating a work of art?","and what is wrong with a society that thinks that making up a good excuse is like creating a work of art?"
"2010","天津","D","One of the common problems with making excuses is that people, especially young people, get the idea that it's okay not to be totally honest all the time.","one of the common problems with making excuses is that people, especially young people, get the idea that it's okay not to be totally honest all the time."
"2010","天津","D","There is a corollary (直接推论) to that: if good excuse is ""good"" even if it isn't honest, then where is the place of the truth?","there is a corollary (直接推论) to that: if good excuse is ""good"" even if it isn't honest, then where is the place of the truth?"
"2010","天津","D","51 According to the passage, which of following seems the most human?","51 according to the passage, which of following seems the most human?"
"2010","天津","D","A.To search for truth．","a.to search for truth．"
"2010","天津","D","B.To achieve one's ideal.","b.to achieve one's ideal."
"2010","天津","D","C.To make fun of others' mistakes．","c.to make fun of others' mistakes．"
"2010","天津","D","D.To criticize others for one's own error.","d.to criticize others for one's own error."
"2010","天津","D","52 According to the author, what is a sign of a man's maturity?","52 according to the author, what is a sign of a man's maturity?"
"2010","天津","D","A．Doing things his own way.","a．doing things his own way."
"2010","天津","D","B．Bearing responsibility for his mistakes.","b．bearing responsibility for his mistakes."
"2010","天津","D","C．Making as few mistakes as possible．","c．making as few mistakes as possible．"
"2010","天津","D","D．Thinking seriously about his wrongdoing.","d．thinking seriously about his wrongdoing."
"2010","天津","D","53 Which of the following is N0T based on common sense?","53 which of the following is n0t based on common sense?"
"2010","天津","D","A．A man tries to take charge of everything in a large company.","a．a man tries to take charge of everything in a large company."
"2010","天津","D","B．A student goes out with an umbrella in stormy weather.","b．a student goes out with an umbrella in stormy weather."
"2010","天津","D","C．A company's next move follows a good plan．","c．a company's next move follows a good plan．"
"2010","天津","D","D．A lawyer acts on fine judgments．","d．a lawyer acts on fine judgments．"
"2010","天津","D","54 What is the author's opinion about a good excuse?","54 what is the author's opinion about a good excuse?"
"2010","天津","D","A.Making a good excuse is sometimes a better policy.","a.making a good excuse is sometimes a better policy."
"2010","天津","D","B.Inventing a good excuse needs creative ideas.","b.inventing a good excuse needs creative ideas."
"2010","天津","D","C.A good excuse is as rewarding as honesty.","c.a good excuse is as rewarding as honesty."
"2010","天津","D","D.Bitter truth is better than a good excuse.","d.bitter truth is better than a good excuse."
"2010","天津","D","55 What would be the best title for his passage?","55 what would be the best title for his passage?"
"2010","天津","D","A.A Mirror of Human Nature","a.a mirror of human nature"
"2010","天津","D","B.To Blame or to Forgive","b.to blame or to forgive"
"2010","天津","D","C.A Mark of Maturity","c.a mark of maturity"
"2010","天津","D","D.Truth or Excuse","d.truth or excuse"
"2011","天津","A","Homestay provides English language students with the opportunity to speak English outside the classroom and the experience of being part of a British home.","homestay provides english language students with the opportunity to speak english outside the classroom and the experience of being part of a british home."
"2011","天津","A","What to Expect","what to expect"
"2011","天津","A","The host will provide accommodation and meals.","the host will provide accommodation and meals."
"2011","天津","A","Rooms will be cleaned and bedcovers changed at least once a week.","rooms will be cleaned and bedcovers changed at least once a week."
"2011","天津","A","You will be given the house key and the host is there to offer help and advice as well as to take an interest in your physical and mental health.","you will be given the house key and the host is there to offer help and advice as well as to take an interest in your physical and mental health."
"2011","天津","A","Accommodation Zones","accommodation zones"
"2011","天津","A","Homestays are located in London mainly in Zones2, 3 and 4 of the transport system.","homestays are located in london mainly in zones2, 3 and 4 of the transport system."
"2011","天津","A","Most hosts do not live in the town centre as much of central London is commercial and not residential (居住的) .","most hosts do not live in the town centre as much of central london is commercial and not residential (居住的) ."
"2011","天津","A","Zones 3 and 4 often offer larger accommodation in a less crowned area.","zones 3 and 4 often offer larger accommodation in a less crowned area."
"2011","天津","A","It is very convenient to travel in London by Underground.","it is very convenient to travel in london by underground."
"2011","天津","A","Meal Plans Available","meal plans available"
"2011","天津","A","Continental Breakfast","continental breakfast"
"2011","天津","A","Breakfast and Dinner","breakfast and dinner"
"2011","天津","A","Breakfast, Packed Lunch and Dinner","breakfast, packed lunch and dinner"
"2011","天津","A","It's important to note that few English families still provide a traditional cooked breakfast.","it's important to note that few english families still provide a traditional cooked breakfast."
"2011","天津","A","Your accommodation includes Continental Breakfast which normally consists of fruit juice, cereal (谷物类食品) ，bread and tea or coffee.","your accommodation includes continental breakfast which normally consists of fruit juice, cereal (谷物类食品) ，bread and tea or coffee."
"2011","天津","A","Cheese, fruit and cold meat are not normally","cheese, fruit and cold meat are not normally"
"2011","天津","A","part of a Continental Breakfast in England.","part of a continental breakfast in england."
"2011","天津","A","Dinners usually consist of meat or fish with vegetables followed by desert, fruit and coffee.","dinners usually consist of meat or fish with vegetables followed by desert, fruit and coffee."
"2011","天津","A","Friends","friends"
"2011","天津","A","If you wish to invite a friend over to visit, you must first ask your host's permission.","if you wish to invite a friend over to visit, you must first ask your host's permission."
"2011","天津","A","You have no right to entertain friends in a family home as some families feel it is an invasion of their privacy.","you have no right to entertain friends in a family home as some families feel it is an invasion of their privacy."
"2011","天津","A","Self-Catering Accommodation in Private Homes","self-catering accommodation in private homes"
"2011","天津","A","Accommodation on a room-only basis includes shared kitchen and bathroom facilities and often a main living room.","accommodation on a room-only basis includes shared kitchen and bathroom facilities and often a main living room."
"2011","天津","A","This kind of accommodation offers an independent lifestyle and is more suitable for the long-stay student.","this kind of accommodation offers an independent lifestyle and is more suitable for the long-stay student."
"2011","天津","A","However, it does not provide the same family atmosphere as an ordinary homestay and may not benefit those who need to practise English at home quite as much.","however, it does not provide the same family atmosphere as an ordinary homestay and may not benefit those who need to practise english at home quite as much."
"2011","天津","A","36 The passage is probably written for ______.","36 the passage is probably written for ______."
"2011","天津","A","A.host willing to receive foreign students","a.host willing to receive foreign students"
"2011","天津","A","B.foreigners hoping to build British culture","b.foreigners hoping to build british culture"
"2011","天津","A","C.travellers planning to vist famlies in London","c.travellers planning to vist famlies in london"
"2011","天津","A","D.English learners applying to live in English homes","d.english learners applying to live in english homes"
"2011","天津","A","37 Which of the following will the host provide?","37 which of the following will the host provide?"
"2011","天津","A","A.Room cleaning.","a.room cleaning."
"2011","天津","A","B.Medical care.","b.medical care."
"2011","天津","A","C.Free transport.","c.free transport."
"2011","天津","A","D.Physical trainning.","d.physical trainning."
"2011","天津","A","38 What can be inferred from Paragraph 3?","38 what can be inferred from paragraph 3?"
"2011","天津","A","A.Zone 4 is more crowded than Zone 2.","a.zone 4 is more crowded than zone 2."
"2011","天津","A","B.The business centre of London is in Zone 1.","b.the business centre of london is in zone 1."
"2011","天津","A","C.Hosts dislike travelling to the city centre.","c.hosts dislike travelling to the city centre."
"2011","天津","A","D.Accommodation in the city centre is not provided.","d.accommodation in the city centre is not provided."
"2011","天津","A","39 According to the passage, what does continental Breakfast include?","39 according to the passage, what does continental breakfast include?"
"2011","天津","A","A.Dessert and coffee.","a.dessert and coffee."
"2011","天津","A","B.Fruit and vegetables.","b.fruit and vegetables."
"2011","天津","A","C.bread and fruit juice.","c.bread and fruit juice."
"2011","天津","A","D.Centre and cold meat.","d.centre and cold meat."
"2011","天津","A","40 Why do some people choose self-catering accommodation?","40 why do some people choose self-catering accommodation?"
"2011","天津","A","A.To experience a warmer famliy atmosphere.","a.to experience a warmer famliy atmosphere."
"2011","天津","A","B.To enrich their knowledge of English.","b.to enrich their knowledge of english."
"2011","天津","A","C.To entertain friends as they like.","c.to entertain friends as they like."
"2011","天津","A","D.To enjoy much more freedom.","d.to enjoy much more freedom."
"2011","天津","B","In the fall of 1985, I was a bright-eyed girl heading off to Howard University, aiming at a legal career and dreaming of sitting on a Supreme Court bench somewhere.","in the fall of 1985, i was a bright-eyed girl heading off to howard university, aiming at a legal career and dreaming of sitting on a supreme court bench somewhere."
"2011","天津","B","Twenty-one years later I am still a bright-eyed dreamer and one with quite a different tale to tell.","twenty-one years later i am still a bright-eyed dreamer and one with quite a different tale to tell."
"2011","天津","B","My grandma, an amazing woman, graduated from college at the age of 65 She was the first in our family to reach that goal.","my grandma, an amazing woman, graduated from college at the age of 65 she was the first in our family to reach that goal."
"2011","天津","B","But one year after I started college, she developed cancer.","but one year after i started college, she developed cancer."
"2011","天津","B","I made the choice to withdraw from college to care for her.","i made the choice to withdraw from college to care for her."
"2011","天津","B","It meant that school and my personal dream would have to wait.","it meant that school and my personal dream would have to wait."
"2011","天津","B","Then I got married with another dream: building my family with a combination of adopt and biological children.","then i got married with another dream: building my family with a combination of adopt and biological children."
"2011","天津","B","In 1999, we adopted our first son.","in 1999, we adopted our first son."
"2011","天津","B","To lay eyes on him was fantastic -- and very emotional.","to lay eyes on him was fantastic -- and very emotional."
"2011","天津","B","A year later came our second adopted boy.","a year later came our second adopted boy."
"2011","天津","B","Then followed son No 3 In 2003, I gave birth to another boy.","then followed son no 3 in 2003, i gave birth to another boy."
"2011","天津","B","You can imagine how fully occupied I became, raising four boys under the age of 8!","you can imagine how fully occupied i became, raising four boys under the age of 8!"
"2011","天津","B","Our home was a complete zoo -- a joyous zoo.","our home was a complete zoo -- a joyous zoo."
"2011","天津","B","Not surprising, I never did make it back to college full-time.","not surprising, i never did make it back to college full-time."
"2011","天津","B","But I never gave up on the dream either.","but i never gave up on the dream either."
"2011","天津","B","I had only one choice: to find a way.","i had only one choice: to find a way."
"2011","天津","B","That meant talking as few as one class each semester.","that meant talking as few as one class each semester."
"2011","天津","B","The hardest part was feeling guilty about the time I spent away from the boys.","the hardest part was feeling guilty about the time i spent away from the boys."
"2011","天津","B","They often wanted me to stay home with them.","they often wanted me to stay home with them."
"2011","天津","B","There certainly were times I wanted to quit, But I knew I should set an example for them to follow through the rest of their lives.","there certainly were times i wanted to quit, but i knew i should set an example for them to follow through the rest of their lives."
"2011","天津","B","In 2007, I graduated from the University of North Carolina.","in 2007, i graduated from the university of north carolina."
"2011","天津","B","It took me over 21 years to get my college degree！","it took me over 21 years to get my college degree！"
"2011","天津","B","I am not special, just single-minded.","i am not special, just single-minded."
"2011","天津","B","It always struck me that when you're looking at a big challenge from the outside it looks huge, but when you're in the midst of it, it just seems normal.","it always struck me that when you're looking at a big challenge from the outside it looks huge, but when you're in the midst of it, it just seems normal."
"2011","天津","B","Everything you want won't arrive in your life on one day.","everything you want won't arrive in your life on one day."
"2011","天津","B","It's a process.","it's a process."
"2011","天津","B","Remember: little steps add up to big dreams.","remember: little steps add up to big dreams."
"2011","天津","B","41 When the author went to Howard University, her dream was to be ______.","41 when the author went to howard university, her dream was to be ______."
"2011","天津","B","A.a writer","a.a writer"
"2011","天津","B","B.a teacher","b.a teacher"
"2011","天津","B","C.a judge","c.a judge"
"2011","天津","B","D.a doctor","d.a doctor"
"2011","天津","B","42 Why did the author quit school in her second year of college?","42 why did the author quit school in her second year of college?"
"2011","天津","B","A.She wanted to study by herself.","a.she wanted to study by herself."
"2011","天津","B","B.She fell in love and got married.","b.she fell in love and got married."
"2011","天津","B","C.She suffered from a serious illness.","c.she suffered from a serious illness."
"2011","天津","B","D.She decided to look after her grandma.","d.she decided to look after her grandma."
"2011","天津","B","43 What can we learn about the author from Paragraphs 4 and 5?","43 what can we learn about the author from paragraphs 4 and 5?"
"2011","天津","B","A.She was busy yet happy with her family life.","a.she was busy yet happy with her family life."
"2011","天津","B","B.She ignored her guilty feeling for her sons.","b.she ignored her guilty feeling for her sons."
"2011","天津","B","C.She wanted to remain a full-time housewife.","c.she wanted to remain a full-time housewife."
"2011","天津","B","D.She was too confused to make a correct choice.","d.she was too confused to make a correct choice."
"2011","天津","B","44 What dose the author mostly want to tell us in the last paragraph?","44 what dose the author mostly want to tell us in the last paragraph?"
"2011","天津","B","A.Failure is the mother of success.","a.failure is the mother of success."
"2011","天津","B","B.Little by little, one goes far.","b.little by little, one goes far."
"2011","天津","B","C.Every coin has two sides.","c.every coin has two sides."
"2011","天津","B","D.Well begun, half done.","d.well begun, half done."
"2011","天津","B","45 Which of the following can best describe the author?","45 which of the following can best describe the author?"
"2011","天津","B","A.Caring and determine.","a.caring and determine."
"2011","天津","B","B.Honest and responsible.","b.honest and responsible."
"2011","天津","B","C.Ambitious and sensitive .","c.ambitious and sensitive ."
"2011","天津","B","D.Innocent and single-minded.","d.innocent and single-minded."
"2011","天津","C","An idea that started in Seattle's public library has spread throughout America and beyond.","an idea that started in seattle's public library has spread throughout america and beyond."
